"sofifa_id","short_name","age","league_name","overall","potential","player_positions","pace","shooting","passing","dribbling","defending","physic","gk_diving","gk_handling","gk_kicking","gk_reflexes","gk_speed"
216682,"D. Hotto",29,"South African Premier Division",70,70,"LW",80,70,68,71,28,59,NA,NA,NA,NA,NA
216751,"D. Bejarano",28,"Liga de Fútbol Profesional Boliviano",70,70,"RB, RWB, RM",66,38,61,62,66,58,NA,NA,NA,NA,NA
216811,"K. Waston",32,"USA Major League Soccer",70,70,"CB",43,30,44,42,68,81,NA,NA,NA,NA,NA
217502,"A. Kofler",33,"Austrian Football Bundesliga",70,70,"GK",NA,NA,NA,NA,NA,NA,68,71,62,69,47
217532,"M. El-Munir",28,"USA Major League Soccer",70,70,"LB, LM",84,29,58,68,66,66,NA,NA,NA,NA,NA
217649,"S. Gonda",31,"Portuguese Liga ZON SAGRES",70,70,"GK",NA,NA,NA,NA,NA,NA,69,68,63,71,48
218717,"G. Mhango",27,"South African Premier Division",70,70,"ST",77,73,46,70,21,61,NA,NA,NA,NA,NA
218747,"C. Pinares",29,"Chilian Campeonato Nacional",70,70,"CAM, CM, LM",81,66,68,73,35,66,NA,NA,NA,NA,NA
219413,"E. Velasco",28,"Colombian Liga Postobón",70,70,"LB",78,36,58,65,64,79,NA,NA,NA,NA,NA
219771,"Gabriel Xavier",26,"Japanese J. League Division 1",70,70,"CAM, RM, ST",70,64,69,73,39,50,NA,NA,NA,NA,NA
219912,"L. Manyama",29,"South African Premier Division",70,70,"CAM, LM, RM",73,73,65,69,38,63,NA,NA,NA,NA,NA
220862,"J. Hugill",28,"English League Championship",70,70,"ST",70,68,52,65,38,85,NA,NA,NA,NA,NA
220938,"J. Correa",27,"Portuguese Liga ZON SAGRES",70,70,"LM, RM, CAM",71,67,66,73,27,62,NA,NA,NA,NA,NA
221434,"D. Villalpando",28,"Mexican Liga MX",70,70,"CM, CDM, CAM",67,65,71,74,51,62,NA,NA,NA,NA,NA
221480,"Y. Cabrera",29,"Colombian Liga Postobón",70,70,"CAM, CM",76,64,68,76,50,50,NA,NA,NA,NA,NA
221488,"R. Hollingshead",29,"USA Major League Soccer",70,70,"LB, RB, RM",61,61,64,68,69,74,NA,NA,NA,NA,NA
221791,"R. Kurzawa",27,"French Ligue 2",70,70,"LM, RM",60,65,71,71,61,60,NA,NA,NA,NA,NA
221820,"Zhang Xizhe",29,"Chinese Super League",70,70,"CAM, RM, CM",72,63,68,70,48,60,NA,NA,NA,NA,NA
221838,"M. Jojić",28,"Turkish Süper Lig",70,70,"CM, RM, CDM",67,72,74,73,56,70,NA,NA,NA,NA,NA
221875,"Son Jun Ho",28,"Korean K League Classic",70,70,"CM, CDM",60,63,68,64,62,69,NA,NA,NA,NA,NA
222278,"Tang Miao",29,"Chinese Super League",70,70,"RB, RM, RWB",75,29,64,69,61,78,NA,NA,NA,NA,NA
222315,"G. Esparza",27,"Paraguayan Primera División",70,70,"LM",90,60,64,72,44,54,NA,NA,NA,NA,NA
222741,"Leandro Pereira",28,"Japanese J. League Division 1",70,70,"ST",65,69,56,67,40,73,NA,NA,NA,NA,NA
222987,"H. Yamaguchi",29,"Japanese J. League Division 1",70,70,"CM, CDM",75,64,70,72,65,71,NA,NA,NA,NA,NA
223065,"G. Toledo",30,"Argentina Primera División",70,70,"RB",76,48,62,69,65,65,NA,NA,NA,NA,NA
223243,"E. Aguilera",31,"Mexican Liga MX",70,70,"CB",47,54,54,46,71,76,NA,NA,NA,NA,NA
223313,"H. Arslan",31,"Turkish Süper Lig",70,70,"CDM, CM",61,65,64,70,68,75,NA,NA,NA,NA,NA
223581,"J. Iglesias",31,"French Ligue 2",70,70,"CDM, CAM",63,60,68,70,65,68,NA,NA,NA,NA,NA
223740,"Eguaras",28,"Spanish Segunda División",70,70,"CM, CDM",60,58,73,64,67,77,NA,NA,NA,NA,NA
223843,"D. Frascarelli",35,"Ecuadorian Serie A",70,70,"GK",NA,NA,NA,NA,NA,NA,67,68,69,69,41
223879,"L. Ramos",30,"Mexican Liga MX",70,70,"ST",69,70,54,67,32,78,NA,NA,NA,NA,NA
223994,"S. Mugoša",28,"Korean K League Classic",70,70,"ST",68,69,48,68,24,71,NA,NA,NA,NA,NA
224315,"L. Paganini",27,"Italian Serie B",70,70,"RM, CM",75,55,66,72,29,59,NA,NA,NA,NA,NA
224358,"Dani Ramírez",28,"Polish T-Mobile Ekstraklasa",70,70,"CAM, RM",72,65,68,73,36,60,NA,NA,NA,NA,NA
224508,"L. Mancuso",28,"Italian Serie B",70,70,"ST, LW, RW",76,70,62,72,34,68,NA,NA,NA,NA,NA
224604,"Wang Shenchao",31,"Chinese Super League",70,70,"RB, RWB, CB",71,32,55,63,66,69,NA,NA,NA,NA,NA
224831,"G. Beltrán",36,"Paraguayan Primera División",70,70,"ST",67,72,52,70,23,67,NA,NA,NA,NA,NA
224885,"Guilherme Sityá",30,"Turkish Süper Lig",70,70,"LB, LM",80,36,67,70,62,76,NA,NA,NA,NA,NA
225445,"D. Bohar",28,"Polish T-Mobile Ekstraklasa",70,70,"LM",82,67,64,69,33,62,NA,NA,NA,NA,NA
225681,"L. León",27,"Mexican Liga MX",70,70,"CB, CDM",57,35,43,49,71,68,NA,NA,NA,NA,NA
225682,"M. Pineida",27,"Ecuadorian Serie A",70,70,"LB, RB",70,34,61,55,67,52,NA,NA,NA,NA,NA
226215,"Sabin Merino",28,"Spanish Segunda División",70,70,"ST, LW, RW",71,68,65,70,56,59,NA,NA,NA,NA,NA
226382,"L. Villarruel",29,"Ecuadorian Serie A",70,70,"CDM, CM",74,49,67,68,63,77,NA,NA,NA,NA,NA
226434,"R. García",31,"Argentina Primera División",70,70,"CB",53,35,46,53,71,73,NA,NA,NA,NA,NA
226797,"V. Malcorra",32,"Mexican Liga MX",70,70,"LM, CM",71,65,71,72,62,64,NA,NA,NA,NA,NA
227235,"K. Kerschbaumer",28,"German 2. Bundesliga",70,70,"CM, LM",72,66,68,68,62,76,NA,NA,NA,NA,NA
228312,"R. Lod",27,"USA Major League Soccer",70,70,"LM",70,69,70,71,53,64,NA,NA,NA,NA,NA
228861,"S. Iljutcenko",29,"Korean K League Classic",70,70,"ST",75,70,49,63,36,77,NA,NA,NA,NA,NA
229037,"Borja Valle",27,"Romanian Liga I",70,70,"LM, ST, CM",71,71,66,69,49,65,NA,NA,NA,NA,NA
229282,"Thiago Santana",27,"Portuguese Liga ZON SAGRES",70,70,"ST",67,71,57,67,24,74,NA,NA,NA,NA,NA
229494,"Miguel Vieira",29,"Turkish Süper Lig",70,70,"CB",49,30,42,45,70,76,NA,NA,NA,NA,NA
229667,"Josan",30,"Spain Primera Division",70,70,"RM, LM, CM",85,62,63,73,35,50,NA,NA,NA,NA,NA
230169,"Vítor Angulho",24,"Campeonato Brasileiro Série A",70,70,"GK",NA,NA,NA,NA,NA,NA,69,73,58,74,38
230180,"Adrizinho Bastos",32,"Campeonato Brasileiro Série A",70,70,"GK",NA,NA,NA,NA,NA,NA,72,64,72,68,46
230190,"Renatao Baumer",24,"Campeonato Brasileiro Série A",70,70,"LB",65,52,64,59,69,71,NA,NA,NA,NA,NA
230193,"Carvamelinho",24,"Campeonato Brasileiro Série A",70,70,"RB",68,55,69,58,67,65,NA,NA,NA,NA,NA
230194,"Jaimosa Cavaco",20,"Campeonato Brasileiro Série A",70,70,"RB",72,63,52,56,66,46,NA,NA,NA,NA,NA
230203,"Claytisco Branco",24,"Campeonato Brasileiro Série A",70,70,"RB",64,52,63,57,72,64,NA,NA,NA,NA,NA
230243,"Breno Bemposta",24,"Campeonato Brasileiro Série A",70,70,"CDM, CM",44,57,66,69,71,68,NA,NA,NA,NA,NA
230266,"Heltinho Melo",24,"Campeonato Brasileiro Série A",70,70,"CAM, RB",78,54,71,74,48,55,NA,NA,NA,NA,NA
230292,"Eltildo Bessa",24,"Campeonato Brasileiro Série A",70,70,"ST, CF, LW",86,68,56,76,31,44,NA,NA,NA,NA,NA
230296,"Cristian Lodeira",28,"Campeonato Brasileiro Série A",70,70,"ST",78,69,58,76,29,52,NA,NA,NA,NA,NA
230299,"Arthur Silbeira",24,"Campeonato Brasileiro Série A",70,70,"ST",64,73,59,68,29,58,NA,NA,NA,NA,NA
230377,"Sanaldo Caiado",32,"Campeonato Brasileiro Série A",70,70,"CAM",71,70,68,73,40,56,NA,NA,NA,NA,NA
230382,"Milton Menceiros",28,"Campeonato Brasileiro Série A",70,70,"CB",69,49,57,57,68,75,NA,NA,NA,NA,NA
230383,"Pombaxinho",24,"Campeonato Brasileiro Série A",70,70,"CB",48,45,56,47,73,66,NA,NA,NA,NA,NA
230387,"Heitinho Zanon",24,"Campeonato Brasileiro Série A",70,70,"CB, LB",61,34,47,39,70,77,NA,NA,NA,NA,NA
230398,"Eltson Marques",28,"Campeonato Brasileiro Série A",70,70,"CB",40,43,43,47,70,70,NA,NA,NA,NA,NA
230400,"Allison Sireo",20,"Campeonato Brasileiro Série A",70,70,"CB",75,35,42,40,72,71,NA,NA,NA,NA,NA
230410,"Natinho Mestres",28,"Campeonato Brasileiro Série A",70,70,"RM",77,64,65,73,34,52,NA,NA,NA,NA,NA
230415,"Lourival Dinisco",20,"Campeonato Brasileiro Série A",70,70,"CB",61,52,53,48,71,73,NA,NA,NA,NA,NA
230443,"Ansel Barnisco",20,"Campeonato Brasileiro Série A",70,70,"CDM, CM, RM",63,54,65,62,70,72,NA,NA,NA,NA,NA
230444,"Edardynho Neto",24,"Campeonato Brasileiro Série A",70,70,"ST",79,73,50,74,23,57,NA,NA,NA,NA,NA
230454,"Leôncio Lobeiro",20,"Campeonato Brasileiro Série A",70,70,"RW, RM",83,64,64,75,31,64,NA,NA,NA,NA,NA
230459,"Tiago Pombeira",20,"Campeonato Brasileiro Série A",70,70,"CAM",74,64,68,74,32,47,NA,NA,NA,NA,NA
230486,"Paulolettinho",24,"Campeonato Brasileiro Série A",70,70,"CAM, RM, RW",79,59,70,72,32,63,NA,NA,NA,NA,NA
230522,"Nascimentardo",20,"Campeonato Brasileiro Série A",70,70,"CAM, RM",83,57,72,74,39,48,NA,NA,NA,NA,NA
230531,"Saberto Botelho",20,"Campeonato Brasileiro Série A",70,70,"CDM",65,51,54,58,72,78,NA,NA,NA,NA,NA
230923,"Thiago Santos",30,"USA Major League Soccer",70,70,"CDM",61,44,60,64,72,75,NA,NA,NA,NA,NA
232054,"B. Cáceres",31,"Paraguayan Primera División",70,70,"LM, CM, CDM",70,65,68,66,55,62,NA,NA,NA,NA,NA
232512,"Y. Kashiwa",32,"Japanese J. League Division 1",70,70,"LM, LWB",79,65,66,72,44,51,NA,NA,NA,NA,NA
232692,"G. Acosta",31,"Argentina Primera División",70,70,"CM, RM",68,69,68,71,59,74,NA,NA,NA,NA,NA
232729,"C. Tarragona",29,"Argentina Primera División",70,70,"ST",72,70,52,69,40,64,NA,NA,NA,NA,NA
232860,"K. Higashi",29,"Japanese J. League Division 1",70,70,"LM, RM",71,64,67,67,60,72,NA,NA,NA,NA,NA
232884,"S. Doi",28,"Japanese J. League Division 1",70,70,"CF, ST, RM",73,69,67,72,46,53,NA,NA,NA,NA,NA
232919,"N. Fujita",33,"Japanese J. League Division 1",70,70,"CDM, CM",54,59,68,69,64,69,NA,NA,NA,NA,NA
233437,"S. Hlanti",30,"",70,70,"LB, LM, CB",71,34,61,66,69,62,NA,NA,NA,NA,NA
233897,"M. Fall",28,"Belgian Jupiler Pro League",70,70,"RM, RW",86,65,62,70,37,73,NA,NA,NA,NA,NA
233978,"Victor Bereitta",24,"Campeonato Brasileiro Série A",70,70,"LB, CB",66,45,61,53,70,61,NA,NA,NA,NA,NA
233999,"Jairo Farnias",20,"Campeonato Brasileiro Série A",70,70,"GK",NA,NA,NA,NA,NA,NA,64,68,69,75,55
234279,"C. Rizzuto",28,"German 2. Bundesliga",70,70,"LWB, LM, RB",80,46,62,66,61,72,NA,NA,NA,NA,NA
234284,"C. Soukou",27,"German 1. Bundesliga",70,70,"RW, ST, LW",79,67,65,72,34,72,NA,NA,NA,NA,NA
234731,"Jair Amador",30,"Spanish Segunda División",70,70,"CB",64,29,48,45,69,80,NA,NA,NA,NA,NA
234762,"Alberto Benito",28,"Spanish Segunda División",70,70,"RB",77,41,58,66,64,77,NA,NA,NA,NA,NA
234972,"Y. Gomis",28,"French Ligue 2",70,70,"ST, RM",81,69,52,70,31,67,NA,NA,NA,NA,NA
235176,"C. Bernardi",30,"Argentina Primera División",70,70,"RM, LM, CM",78,66,68,71,44,61,NA,NA,NA,NA,NA
235561,"K. Fortuné",30,"French Ligue 2",70,70,"ST",79,71,63,68,30,70,NA,NA,NA,NA,NA
235852,"D. Godoy",28,"Colombian Liga Postobón",70,70,"LM",81,65,61,75,37,57,NA,NA,NA,NA,NA
236111,"Vinicius Trieiro",28,"Campeonato Brasileiro Série A",70,70,"RB",71,44,63,67,66,68,NA,NA,NA,NA,NA
236113,"Jailson Oliva",28,"Campeonato Brasileiro Série A",70,70,"RB",81,38,58,69,67,57,NA,NA,NA,NA,NA
236147,"Lourival Rodeiro",28,"Campeonato Brasileiro Série A",70,70,"CM",69,58,62,69,64,59,NA,NA,NA,NA,NA
236164,"Martin Cordeia",24,"Campeonato Brasileiro Série A",70,70,"CAM, CM",48,70,74,70,36,63,NA,NA,NA,NA,NA
236189,"Túlio Sandoiro",24,"Campeonato Brasileiro Série A",70,70,"ST",64,71,62,73,33,71,NA,NA,NA,NA,NA
236251,"F. Rodríguez Valla",30,"Argentina Primera División",70,70,"LM, CAM, RM",72,65,70,68,47,53,NA,NA,NA,NA,NA
237989,"S. Hanca",28,"Polish T-Mobile Ekstraklasa",70,70,"LM, RM",78,61,66,71,55,68,NA,NA,NA,NA,NA
238137,"R. Matsuda",28,"Japanese J. League Division 1",70,70,"RB, RM",84,34,61,66,62,70,NA,NA,NA,NA,NA
240281,"Tiago Lopes",31,"Turkish Süper Lig",70,70,"RB",73,52,63,70,67,73,NA,NA,NA,NA,NA
240309,"Y. Makarenko",29,"Belgian Jupiler Pro League",70,70,"CDM, CM, LB",63,57,69,66,70,67,NA,NA,NA,NA,NA
243591,"Fernando Andrade",27,"Portuguese Liga ZON SAGRES",70,70,"LM, ST",70,71,65,67,26,73,NA,NA,NA,NA,NA
243851,"V. Pule",28,"South African Premier Division",70,70,"LW, RW, LM",82,74,59,72,39,51,NA,NA,NA,NA,NA
243977,"J. Herrera",28,"Argentina Primera División",70,70,"ST, RW, LW",71,70,60,67,23,69,NA,NA,NA,NA,NA
243989,"G. Zarfino",28,"Spanish Segunda División",70,70,"CM, CDM",55,66,62,65,71,80,NA,NA,NA,NA,NA
244213,"Jorge Félix",28,"Turkish Süper Lig",70,70,"CF, ST, LM",75,67,67,72,32,58,NA,NA,NA,NA,NA
244706,"K. Behrens",29,"German 2. Bundesliga",70,70,"ST, RM",69,70,50,65,28,77,NA,NA,NA,NA,NA
244792,"R. Procházka",31,"Polish T-Mobile Ekstraklasa",70,70,"CDM, CM",64,59,63,67,70,71,NA,NA,NA,NA,NA
245840,"K. Onose",27,"Japanese J. League Division 1",70,70,"RM",69,68,67,69,52,65,NA,NA,NA,NA,NA
246403,"B. Caicedo",28,"Ecuadorian Serie A",70,70,"LB",87,47,57,57,64,70,NA,NA,NA,NA,NA
247968,"V. Crețu",31,"Romanian Liga I",70,70,"RB",72,46,59,60,67,81,NA,NA,NA,NA,NA
248095,"R. Radunović",28,"Romanian Liga I",70,70,"LB, LM",80,50,61,60,66,75,NA,NA,NA,NA,NA
251138,"F. Pereyra",30,"Argentina Primera División",70,70,"CB",64,35,46,51,69,79,NA,NA,NA,NA,NA
251408,"S. Nurković",28,"South African Premier Division",70,70,"ST",62,74,57,65,26,68,NA,NA,NA,NA,NA
251694,"E. Sancero",34,"",70,70,"LM, CM",68,66,69,71,52,57,NA,NA,NA,NA,NA
251713,"C. Lendezo",26,"",70,70,"LM, RM",88,65,55,76,26,59,NA,NA,NA,NA,NA
253340,"E. Mera",35,"Ecuadorian Serie A",70,70,"CAM, CM",66,70,65,76,50,64,NA,NA,NA,NA,NA
253587,"E. Fernández",31,"Peruvian Primera División",70,70,"CB",61,42,50,54,69,73,NA,NA,NA,NA,NA
253603,"E. Aubert",31,"Peruvian Primera División",70,70,"CDM, CM",57,36,59,61,64,74,NA,NA,NA,NA,NA
253632,"M. Sotillo",35,"Peruvian Primera División",70,70,"GK",NA,NA,NA,NA,NA,NA,72,75,68,65,49
252371,"J. Bellingham",17,"German 1. Bundesliga",69,88,"CM, LM, RM",77,65,64,73,55,66,NA,NA,NA,NA,NA
251852,"K. Adeyemi",18,"Austrian Football Bundesliga",69,87,"ST, LW",88,68,63,75,23,54,NA,NA,NA,NA,NA
255257,"Joelson Fernandes",17,"Portuguese Liga ZON SAGRES",69,87,"RW, LW",90,60,58,76,24,46,NA,NA,NA,NA,NA
251517,"J. Gvardiol",18,"Croatian Prva HNL",69,86,"CB, LB",77,41,63,65,65,78,NA,NA,NA,NA,NA
240273,"E. Smith Rowe",19,"English Premier League",69,85,"CAM, RM, RW",79,64,64,72,32,47,NA,NA,NA,NA,NA
242602,"J. Vagnoman",19,"German 2. Bundesliga",69,85,"RB, LM, LB",87,44,60,68,63,72,NA,NA,NA,NA,NA
252037,"Fábio Silva",17,"English Premier League",69,85,"ST",75,69,45,72,22,64,NA,NA,NA,NA,NA
257315,"Gustavo Maia",19,"Spain Primera Division",69,85,"LW, RW, CF",77,68,63,72,23,59,NA,NA,NA,NA,NA
242280,"L. Ferguson",20,"Scottish Premiership",69,84,"CDM, CM, CAM",71,63,69,70,63,77,NA,NA,NA,NA,NA
252042,"João Pedro",18,"English League Championship",69,84,"ST, LM",79,66,58,72,22,57,NA,NA,NA,NA,NA
252179,"J. Markovič",18,"Czech Republic Gambrinus Liga",69,84,"GK",NA,NA,NA,NA,NA,NA,71,71,76,72,60
252541,"J. Chotard",18,"French Ligue 1",69,84,"CM",69,53,70,72,61,63,NA,NA,NA,NA,NA
235973,"S. Szymański",21,"",69,83,"RM, CAM",84,61,66,73,30,46,NA,NA,NA,NA,NA
239250,"Abel Ruiz",20,"Portuguese Liga ZON SAGRES",69,83,"ST, LW",71,69,54,70,37,65,NA,NA,NA,NA,NA
239816,"N. Mantl",20,"German 3. Bundesliga",69,83,"GK",NA,NA,NA,NA,NA,NA,70,69,64,70,32
242660,"J. Beyer",20,"German 1. Bundesliga",69,83,"RB, CB",73,34,55,62,69,68,NA,NA,NA,NA,NA
244895,"A. Yusuf",19,"Swedish Allsvenskan",69,83,"CDM, CM",81,44,63,68,64,72,NA,NA,NA,NA,NA
246352,"Guillamón",20,"Spain Primera Division",69,83,"CB, CDM",61,35,61,58,70,65,NA,NA,NA,NA,NA
253250,"R. Redes",20,"Paraguayan Primera División",69,83,"LW, LM",80,64,64,70,49,63,NA,NA,NA,NA,NA
231512,"L. Kelly",21,"English League Championship",69,82,"LB, CB",74,40,59,67,67,70,NA,NA,NA,NA,NA
234111,"D. Turnbull",20,"Scottish Premiership",69,82,"CM, CAM",70,68,70,70,57,63,NA,NA,NA,NA,NA
237248,"G. Berterame",21,"Mexican Liga MX",69,82,"LM, ST, RM",76,66,58,70,33,67,NA,NA,NA,NA,NA
237823,"H. Abe",21,"Spain Primera Division",69,82,"LW, LM",88,61,57,75,33,58,NA,NA,NA,NA,NA
239778,"J. Moder",21,"Polish T-Mobile Ekstraklasa",69,82,"CM, CDM",63,69,67,67,63,72,NA,NA,NA,NA,NA
242075,"J. Sargent",20,"German 1. Bundesliga",69,82,"ST, RW",79,68,59,69,38,66,NA,NA,NA,NA,NA
242752,"N. Ferguson",19,"English Premier League",69,82,"RB, LB, CB",65,36,54,64,68,69,NA,NA,NA,NA,NA
245703,"I. Diveev",20,"Russian Premier League",69,82,"CB",61,34,57,56,71,70,NA,NA,NA,NA,NA
245999,"Mollejo",19,"Spain Primera Division",69,82,"LM, RM",74,64,64,69,37,65,NA,NA,NA,NA,NA
246033,"S. Sosa",21,"Argentina Primera División",69,82,"CDM",62,57,59,65,67,73,NA,NA,NA,NA,NA
253251,"J. Morel",22,"Paraguayan Primera División",69,82,"CDM, CM",68,49,63,60,65,70,NA,NA,NA,NA,NA
253400,"Vitao",20,"Ukrainian Premier League",69,82,"CB",65,33,48,42,72,65,NA,NA,NA,NA,NA
236744,"M. Zoch",22,"Liga de Fútbol Profesional Boliviano",69,81,"RW",89,55,62,75,23,45,NA,NA,NA,NA,NA
239807,"D. Frattesi",20,"Italian Serie B",69,81,"CM, CAM",74,68,68,72,61,66,NA,NA,NA,NA,NA
242265,"M. Obafemi",19,"English Premier League",69,81,"ST",79,69,56,72,23,65,NA,NA,NA,NA,NA
242656,"I. Meslier",20,"English Premier League",69,81,"GK",NA,NA,NA,NA,NA,NA,70,67,70,73,28
247156,"F. Mura",21,"Argentina Primera División",69,81,"LB, LM",81,52,52,66,66,64,NA,NA,NA,NA,NA
250807,"H. Dervişoğlu",20,"English League Championship",69,81,"CF, ST",75,64,60,72,35,63,NA,NA,NA,NA,NA
252293,"I. Jakobs",20,"German 1. Bundesliga",69,81,"LM, LB",86,54,57,71,60,67,NA,NA,NA,NA,NA
253378,"Tomás Ribeiro",21,"Portuguese Liga ZON SAGRES",69,81,"CB",64,34,46,47,69,73,NA,NA,NA,NA,NA
254062,"K. Minda",21,"Ecuadorian Serie A",69,81,"RB, CB, CDM",77,52,63,65,64,70,NA,NA,NA,NA,NA
230918,"T. Chalobah",20,"French Ligue 1",69,80,"CDM, CM",67,39,59,65,69,72,NA,NA,NA,NA,NA
233476,"B. Riveros",22,"Swiss Super League",69,80,"LB",84,36,57,72,60,70,NA,NA,NA,NA,NA
233884,"C. Pickel",23,"French Ligue 2",69,80,"CDM",66,53,63,64,65,76,NA,NA,NA,NA,NA
236492,"Pedro Díaz",22,"Spanish Segunda División",69,80,"CDM, CM",67,70,72,70,61,63,NA,NA,NA,NA,NA
236524,"A. Ahmedhodžić",21,"Swedish Allsvenskan",69,80,"CB",74,32,58,62,69,70,NA,NA,NA,NA,NA
238516,"L. Østigård",20,"English League Championship",69,80,"CB",67,36,46,54,69,74,NA,NA,NA,NA,NA
239368,"M. Bakker",20,"French Ligue 1",69,80,"LB",76,39,59,65,68,71,NA,NA,NA,NA,NA
240661,"E. Vignato",19,"Italian Serie A",69,80,"CAM",71,61,69,71,39,48,NA,NA,NA,NA,NA
241708,"M. Sagnan",21,"Spain Primera Division",69,80,"CB",57,32,54,49,69,69,NA,NA,NA,NA,NA
244042,"M. Djitté",20,"French Ligue 2",69,80,"ST",79,67,53,73,28,65,NA,NA,NA,NA,NA
251326,"Álex Bermejo",21,"Spanish Segunda División",69,80,"LM, ST",74,66,65,71,52,60,NA,NA,NA,NA,NA
251551,"A. Niangbo",20,"Belgian Jupiler Pro League",69,80,"ST",87,68,54,73,23,53,NA,NA,NA,NA,NA
222497,"Y. Leiva",22,"Mexican Liga MX",69,79,"RM, CM, CAM",77,62,63,70,48,61,NA,NA,NA,NA,NA
232225,"J. Serra",22,"German 2. Bundesliga",69,79,"ST",67,69,47,58,37,77,NA,NA,NA,NA,NA
233260,"A. Vega",22,"Mexican Liga MX",69,79,"ST, CF, CAM",74,71,55,71,31,68,NA,NA,NA,NA,NA
234032,"Lluis López",23,"Spanish Segunda División",69,79,"CB",66,30,50,58,69,66,NA,NA,NA,NA,NA
234108,"G. Maroni",21,"Argentina Primera División",69,79,"CAM, LW",76,54,66,75,43,55,NA,NA,NA,NA,NA
235024,"S. Díaz",22,"Mexican Liga MX",69,79,"ST, RM, LW",74,68,59,73,38,61,NA,NA,NA,NA,NA
235642,"R. Yates",22,"English League Championship",69,79,"CDM, CM",66,58,57,64,65,79,NA,NA,NA,NA,NA
236624,"A. Barkok",22,"German 1. Bundesliga",69,79,"CM, CAM",68,62,67,79,54,63,NA,NA,NA,NA,NA
238069,"G. Carrasco",23,"Argentina Primera División",69,79,"CB, RB",75,50,58,66,68,74,NA,NA,NA,NA,NA
239439,"P. Płacheta",22,"English League Championship",69,79,"LM",94,61,59,69,39,61,NA,NA,NA,NA,NA
239441,"Jordi Mboula",21,"Spanish Segunda División",69,79,"RW",86,66,62,72,32,62,NA,NA,NA,NA,NA
239738,"J. Angulo",22,"Mexican Liga MX",69,79,"LB",69,41,60,61,67,67,NA,NA,NA,NA,NA
240671,"Y. Çetin",23,"Italian Serie A",69,79,"CB",56,42,42,45,71,71,NA,NA,NA,NA,NA
241026,"T. Chancalay",21,"Argentina Primera División",69,79,"RM, LM, ST",77,64,65,72,38,63,NA,NA,NA,NA,NA
241947,"F. Amuzu",20,"Belgian Jupiler Pro League",69,79,"LW, LM",85,61,63,76,32,52,NA,NA,NA,NA,NA
242342,"G. Lódico",22,"Argentina Primera División",69,79,"CM, CAM",76,58,70,75,55,57,NA,NA,NA,NA,NA
242426,"E. Cetré",22,"Colombian Liga Postobón",69,79,"LM, RM",82,70,61,69,34,60,NA,NA,NA,NA,NA
242916,"Y. Sugawara",20,"Holland Eredivisie",69,79,"RB",75,46,61,68,61,67,NA,NA,NA,NA,NA
243521,"I. Erquiaga",22,"Argentina Primera División",69,79,"LB",78,47,61,68,65,62,NA,NA,NA,NA,NA
244840,"L. Czyborra",21,"Italian Serie A",69,79,"LB",85,48,60,69,61,69,NA,NA,NA,NA,NA
244948,"C. Benavídez",22,"Argentina Primera División",69,79,"CDM, CM",66,43,60,59,68,68,NA,NA,NA,NA,NA
247854,"M. El Hacen",22,"Spain Primera Division",69,79,"CM, CDM",42,62,59,65,66,75,NA,NA,NA,NA,NA
248053,"S. Arzamendia",22,"",69,79,"LB",72,57,61,67,65,62,NA,NA,NA,NA,NA
248878,"L. Kilian",20,"German 1. Bundesliga",69,79,"CB",68,37,56,50,69,72,NA,NA,NA,NA,NA
251438,"Nuno Santos",21,"Portuguese Liga ZON SAGRES",69,79,"CAM, LM",79,59,66,72,50,63,NA,NA,NA,NA,NA
252095,"Riccieli",21,"Portuguese Liga ZON SAGRES",69,79,"CB, RB, LB",54,33,49,55,69,74,NA,NA,NA,NA,NA
253061,"B. Rodríguez",20,"USA Major League Soccer",69,79,"LW, RW",79,64,62,71,23,48,NA,NA,NA,NA,NA
255943,"L. Kastrati",21,"Croatian Prva HNL",69,79,"RW, LW, ST",93,68,57,72,32,64,NA,NA,NA,NA,NA
224489,"E. Ersoy",23,"French Ligue 2",69,78,"CB",59,29,45,54,70,75,NA,NA,NA,NA,NA
227995,"L. Walsh",22,"English League Championship",69,78,"CM, CDM",68,64,70,73,59,60,NA,NA,NA,NA,NA
228732,"H. Moukoudi",22,"French Ligue 1",69,78,"CB",58,30,42,47,70,79,NA,NA,NA,NA,NA
228828,"Rodri Tarín",23,"Spanish Segunda División",69,78,"CB, RB",79,36,52,59,69,66,NA,NA,NA,NA,NA
230800,"R. Manaj",23,"Spain Primera Division",69,78,"ST",69,68,53,68,29,69,NA,NA,NA,NA,NA
230912,"P. Ghiglione",23,"Italian Serie A",69,78,"RM, RB",74,52,63,69,65,63,NA,NA,NA,NA,NA
231089,"I. Sissoko",22,"French Ligue 1",69,78,"CM",47,53,64,63,68,82,NA,NA,NA,NA,NA
233484,"A. Campbell",21,"Scottish Premiership",69,78,"CM",71,57,63,68,72,79,NA,NA,NA,NA,NA
233924,"M. Lovera",21,"Greek Super League",69,78,"CAM, RM, ST",78,59,63,76,29,63,NA,NA,NA,NA,NA
234300,"L. Lappalainen",21,"USA Major League Soccer",69,78,"LM, LW",85,62,60,70,41,61,NA,NA,NA,NA,NA
234333,"M. Maolida",21,"French Ligue 1",69,78,"ST, LW",78,67,63,75,24,57,NA,NA,NA,NA,NA
234399,"J. Eggestein",22,"German 1. Bundesliga",69,78,"ST, RW",63,69,65,74,40,57,NA,NA,NA,NA,NA
